post_id,aesthetic,market,language,keyword,text,sentiment_hint,score,num_comments,created_utc
s000376,quiet_luxury,KR,ko,조용한 럭셔리,조용한 럭셔리 트렌드 그냥 비싸 보이려는 마케팅 아님?,negative,142,84,1708390800.0
s000377,quiet_luxury,KR,ko,조용한 럭셔리,미니멀 럭셔리 좋아하는데 한국에서는 어울리는 브랜드가 많이 없어서 아쉬움.,neutral,437,7,1749459600.0
s000378,quiet_luxury,KR,ko,조용한 럭셔리,요즘 셀럽들 다 올드머니룩. 지겨울 정도.,negative,260,60,1762473600.0
s000379,quiet_luxury,KR,ko,조용한 럭셔리,조용한 럭셔리 코디 하나만 잘하면 데일리로 계속 입을 수 있어서 좋음.,positive,345,69,1731070800.0
s000380,quiet_luxury,KR,ko,조용한 럭셔리,미니멀 럭셔리는 결국 캐시미어랑 좋은 재단이 답이다.,positive,334,13,1743048000.0
s000381,quiet_luxury,KR,ko,조용한 럭셔리,올드머니룩 하려면 결국 돈이 필요함. 조용한 게 아니라 조용하게 돈 자랑.,negative,309,16,1753268400.0
s000382,quiet_luxury,KR,ko,조용한 럭셔리,올드머니룩 진짜 예쁘다. 니트 하나에 슬랙스만 입어도 분위기 다름.,positive,231,115,1740186000.0
s000383,quiet_luxury,KR,ko,조용한 럭셔리,조용한 럭셔리 트렌드 그냥 비싸 보이려는 마케팅 아님?,negative,107,53,1762009200.0
s000384,quiet_luxury,KR,ko,조용한 럭셔리,미니멀 럭셔리 좋아하는데 한국에서는 어울리는 브랜드가 많이 없어서 아쉬움.,neutral,95,59,1739764800.0
s000385,quiet_luxury,KR,ko,조용한 럭셔리,요즘 셀럽들 다 올드머니룩. 지겨울 정도.,negative,49,61,1715594400.0
s000386,quiet_luxury,KR,ko,조용한 럭셔리,조용한 럭셔리 코디 하나만 잘하면 데일리로 계속 입을 수 있어서 좋음.,positive,203,26,1716523200.0
s000387,quiet_luxury,KR,ko,조용한 럭셔리,미니멀 럭셔리는 결국 캐시미어랑 좋은 재단이 답이다.,positive,487,29,1729900800.0
s000388,quiet_luxury,KR,ko,조용한 럭셔리,올드머니룩 하려면 결국 돈이 필요함. 조용한 게 아니라 조용하게 돈 자랑.,negative,326,118,1740276000.0
s000389,quiet_luxury,KR,ko,조용한 럭셔리,올드머니룩 진짜 예쁘다. 니트 하나에 슬랙스만 입어도 분위기 다름.,positive,317,43,1759111200.0
s000390,quiet_luxury,KR,ko,조용한 럭셔리,조용한 럭셔리 트렌드 그냥 비싸 보이려는 마케팅 아님?,negative,216,43,1712404800.0
s000391,quiet_luxury,KR,ko,조용한 럭셔리,미니멀 럭셔리 좋아하는데 한국에서는 어울리는 브랜드가 많이 없어서 아쉬움.,neutral,267,44,1716771600.0
s000392,quiet_luxury,KR,ko,조용한 럭셔리,요즘 셀럽들 다 올드머니룩. 지겨울 정도.,negative,479,79,1733893200.0
s000393,quiet_luxury,KR,ko,조용한 럭셔리,조용한 럭셔리 코디 하나만 잘하면 데일리로 계속 입을 수 있어서 좋음.,positive,353,65,1716685200.0
s000394,quiet_luxury,KR,ko,조용한 럭셔리,미니멀 럭셔리는 결국 캐시미어랑 좋은 재단이 답이다.,positive,451,46,1736499600.0
s000395,quiet_luxury,KR,ko,조용한 럭셔리,올드머니룩 하려면 결국 돈이 필요함. 조용한 게 아니라 조용하게 돈 자랑.,negative,468,91,1723338000.0
s000396,quiet_luxury,KR,ko,조용한 럭셔리,올드머니룩 진짜 예쁘다. 니트 하나에 슬랙스만 입어도 분위기 다름.,positive,59,33,1760835600.0
s000397,quiet_luxury,KR,ko,조용한 럭셔리,조용한 럭셔리 트렌드 그냥 비싸 보이려는 마케팅 아님?,negative,417,112,1704330000.0
s000398,quiet_luxury,KR,ko,조용한 럭셔리,미니멀 럭셔리 좋아하는데 한국에서는 어울리는 브랜드가 많이 없어서 아쉬움.,neutral,267,8,1748923200.0
s000399,quiet_luxury,KR,ko,조용한 럭셔리,요즘 셀럽들 다 올드머니룩. 지겨울 정도.,negative,284,84,1758337200.0
s000400,quiet_luxury,KR,ko,조용한 럭셔리,조용한 럭셔리 코디 하나만 잘하면 데일리로 계속 입을 수 있어서 좋음.,positive,223,118,1753354800.0
s000401,quiet_luxury,KR,ko,조용한 럭셔리,미니멀 럭셔리는 결국 캐시미어랑 좋은 재단이 답이다.,positive,484,34,1714698000.0
s000402,quiet_luxury,KR,ko,조용한 럭셔리,올드머니룩 하려면 결국 돈이 필요함. 조용한 게 아니라 조용하게 돈 자랑.,negative,95,61,1753261200.0
s000403,quiet_luxury,KR,ko,미니멀 럭셔리,올드머니룩 진짜 예쁘다. 니트 하나에 슬랙스만 입어도 분위기 다름.,positive,482,23,1716364800.0
s000404,quiet_luxury,KR,ko,미니멀 럭셔리,조용한 럭셔리 트렌드 그냥 비싸 보이려는 마케팅 아님?,negative,433,15,1745978400.0
s000405,quiet_luxury,KR,ko,미니멀 럭셔리,미니멀 럭셔리 좋아하는데 한국에서는 어울리는 브랜드가 많이 없어서 아쉬움.,neutral,415,15,1737752400.0
s000406,quiet_luxury,KR,ko,미니멀 럭셔리,요즘 셀럽들 다 올드머니룩. 지겨울 정도.,negative,421,43,1742619600.0
s000407,quiet_luxury,KR,ko,미니멀 럭셔리,조용한 럭셔리 코디 하나만 잘하면 데일리로 계속 입을 수 있어서 좋음.,positive,64,110,1743048000.0
s000408,quiet_luxury,KR,ko,미니멀 럭셔리,미니멀 럭셔리는 결국 캐시미어랑 좋은 재단이 답이다.,positive,273,46,1722812400.0
s000409,quiet_luxury,KR,ko,미니멀 럭셔리,올드머니룩 하려면 결국 돈이 필요함. 조용한 게 아니라 조용하게 돈 자랑.,negative,449,25,1764172800.0
s000410,quiet_luxury,KR,ko,미니멀 럭셔리,올드머니룩 진짜 예쁘다. 니트 하나에 슬랙스만 입어도 분위기 다름.,positive,352,91,1731387600.0
s000411,quiet_luxury,KR,ko,미니멀 럭셔리,조용한 럭셔리 트렌드 그냥 비싸 보이려는 마케팅 아님?,negative,228,103,1732456800.0
s000412,quiet_luxury,KR,ko,미니멀 럭셔리,미니멀 럭셔리 좋아하는데 한국에서는 어울리는 브랜드가 많이 없어서 아쉬움.,neutral,181,23,1721473200.0
s000413,quiet_luxury,KR,ko,미니멀 럭셔리,요즘 셀럽들 다 올드머니룩. 지겨울 정도.,negative,45,86,1711191600.0
s000414,quiet_luxury,KR,ko,미니멀 럭셔리,조용한 럭셔리 코디 하나만 잘하면 데일리로 계속 입을 수 있어서 좋음.,positive,390,86,1739412000.0
s000415,quiet_luxury,KR,ko,미니멀 럭셔리,미니멀 럭셔리는 결국 캐시미어랑 좋은 재단이 답이다.,positive,465,100,1716123600.0
s000416,quiet_luxury,KR,ko,미니멀 럭셔리,올드머니룩 하려면 결국 돈이 필요함. 조용한 게 아니라 조용하게 돈 자랑.,negative,18,37,1709488800.0
s000417,quiet_luxury,KR,ko,미니멀 럭셔리,올드머니룩 진짜 예쁘다. 니트 하나에 슬랙스만 입어도 분위기 다름.,positive,103,33,1757563200.0
s000418,quiet_luxury,KR,ko,미니멀 럭셔리,조용한 럭셔리 트렌드 그냥 비싸 보이려는 마케팅 아님?,negative,110,46,1755061200.0
s000419,quiet_luxury,KR,ko,미니멀 럭셔리,미니멀 럭셔리 좋아하는데 한국에서는 어울리는 브랜드가 많이 없어서 아쉬움.,neutral,468,104,1745420400.0
s000420,quiet_luxury,KR,ko,미니멀 럭셔리,요즘 셀럽들 다 올드머니룩. 지겨울 정도.,negative,118,67,1706677200.0
s000421,quiet_luxury,KR,ko,미니멀 럭셔리,조용한 럭셔리 코디 하나만 잘하면 데일리로 계속 입을 수 있어서 좋음.,positive,77,111,1726102800.0
s000422,quiet_luxury,KR,ko,미니멀 럭셔리,미니멀 럭셔리는 결국 캐시미어랑 좋은 재단이 답이다.,positive,98,17,1713229200.0
s000423,quiet_luxury,KR,ko,미니멀 럭셔리,올드머니룩 하려면 결국 돈이 필요함. 조용한 게 아니라 조용하게 돈 자랑.,negative,456,31,1726765200.0
s000424,quiet_luxury,KR,ko,미니멀 럭셔리,올드머니룩 진짜 예쁘다. 니트 하나에 슬랙스만 입어도 분위기 다름.,positive,313,95,1745164800.0
s000425,quiet_luxury,KR,ko,미니멀 럭셔리,조용한 럭셔리 트렌드 그냥 비싸 보이려는 마케팅 아님?,negative,400,103,1735624800.0
s000426,quiet_luxury,KR,ko,미니멀 럭셔리,미니멀 럭셔리 좋아하는데 한국에서는 어울리는 브랜드가 많이 없어서 아쉬움.,neutral,432,74,1744653600.0
s000427,quiet_luxury,KR,ko,미니멀 럭셔리,요즘 셀럽들 다 올드머니룩. 지겨울 정도.,negative,174,13,1712030400.0
s000428,quiet_luxury,KR,ko,미니멀 럭셔리,조용한 럭셔리 코디 하나만 잘하면 데일리로 계속 입을 수 있어서 좋음.,positive,113,48,1733364000.0
s000429,quiet_luxury,KR,ko,미니멀 럭셔리,미니멀 럭셔리는 결국 캐시미어랑 좋은 재단이 답이다.,positive,472,101,1742734800.0
s000430,quiet_luxury,KR,ko,미니멀 럭셔리,올드머니룩 하려면 결국 돈이 필요함. 조용한 게 아니라 조용하게 돈 자랑.,negative,385,14,1724324400.0
s000431,quiet_luxury,KR,ko,미니멀 럭셔리,올드머니룩 진짜 예쁘다. 니트 하나에 슬랙스만 입어도 분위기 다름.,positive,92,73,1730390400.0
s000432,quiet_luxury,KR,ko,미니멀 럭셔리,조용한 럭셔리 트렌드 그냥 비싸 보이려는 마케팅 아님?,negative,326,20,1715590800.0
s000433,quiet_luxury,KR,ko,미니멀 럭셔리,미니멀 럭셔리 좋아하는데 한국에서는 어울리는 브랜드가 많이 없어서 아쉬움.,neutral,217,96,1714161600.0
s000434,quiet_luxury,KR,ko,미니멀 럭셔리,요즘 셀럽들 다 올드머니룩. 지겨울 정도.,negative,361,108,1751781600.0
s000435,quiet_luxury,KR,ko,미니멀 럭셔리,조용한 럭셔리 코디 하나만 잘하면 데일리로 계속 입을 수 있어서 좋음.,positive,468,91,1748494800.0
s000436,quiet_luxury,KR,ko,미니멀 럭셔리,미니멀 럭셔리는 결국 캐시미어랑 좋은 재단이 답이다.,positive,54,70,1755147600.0
s000437,quiet_luxury,KR,ko,미니멀 럭셔리,올드머니룩 하려면 결국 돈이 필요함. 조용한 게 아니라 조용하게 돈 자랑.,negative,260,3,1737122400.0
s000438,quiet_luxury,KR,ko,미니멀 럭셔리,올드머니룩 진짜 예쁘다. 니트 하나에 슬랙스만 입어도 분위기 다름.,positive,218,33,1762354800.0
s000439,quiet_luxury,KR,ko,미니멀 럭셔리,조용한 럭셔리 트렌드 그냥 비싸 보이려는 마케팅 아님?,negative,243,61,1710306000.0
s000440,quiet_luxury,KR,ko,미니멀 럭셔리,미니멀 럭셔리 좋아하는데 한국에서는 어울리는 브랜드가 많이 없어서 아쉬움.,neutral,211,116,1761400800.0
s000441,quiet_luxury,KR,ko,미니멀 럭셔리,요즘 셀럽들 다 올드머니룩. 지겨울 정도.,negative,296,28,1749693600.0
s000442,quiet_luxury,KR,ko,미니멀 럭셔리,조용한 럭셔리 코디 하나만 잘하면 데일리로 계속 입을 수 있어서 좋음.,positive,319,73,1748844000.0
s000443,quiet_luxury,KR,ko,미니멀 럭셔리,미니멀 럭셔리는 결국 캐시미어랑 좋은 재단이 답이다.,positive,490,2,1741222800.0
s000444,quiet_luxury,KR,ko,미니멀 럭셔리,올드머니룩 하려면 결국 돈이 필요함. 조용한 게 아니라 조용하게 돈 자랑.,negative,448,33,1734789600.0
s000445,quiet_luxury,JP,ja,クワイエットラグジュアリー,クワイエットラグジュアリー、めっちゃ好き。ロゴなしのカシミアが最強。,positive,31,96,1748700000.0
s000446,quiet_luxury,JP,ja,クワイエットラグジュアリー,オールドマネー ファッション、日本人には少し重いかも。着こなしが難しい。,neutral,324,89,1748908800.0
s000447,quiet_luxury,JP,ja,クワイエットラグジュアリー,上品カジュアル、実は一番難しいスタイル。全部の質が問われる。,positive,214,54,1760310000.0
s000448,quiet_luxury,JP,ja,クワイエットラグジュアリー,クワイエットラグジュアリーって結局高い服買うだけでしょ。,negative,428,92,1716145200.0
s000449,quiet_luxury,JP,ja,クワイエットラグジュアリー,オールドマネー ファッションのシンプルさがちょうどいい。飽きない。,positive,174,52,1722880800.0
s000450,quiet_luxury,JP,ja,クワイエットラグジュアリー,上品カジュアルを目指すと結局ユニクロ+Theoryになる問題。,neutral,336,111,1752519600.0
s000451,quiet_luxury,JP,ja,クワイエットラグジュアリー,静かなラグジュアリーは日本の美意識と相性がいい。,positive,186,71,1747972800.0
s000452,quiet_luxury,JP,ja,クワイエットラグジュアリー,クワイエットラグジュアリー、めっちゃ好き。ロゴなしのカシミアが最強。,positive,406,44,1743163200.0
s000453,quiet_luxury,JP,ja,クワイエットラグジュアリー,オールドマネー ファッション、日本人には少し重いかも。着こなしが難しい。,neutral,368,58,1706886000.0
s000454,quiet_luxury,JP,ja,クワイエットラグジュアリー,上品カジュアル、実は一番難しいスタイル。全部の質が問われる。,positive,108,71,1737205200.0
s000455,quiet_luxury,JP,ja,クワイエットラグジュアリー,クワイエットラグジュアリーって結局高い服買うだけでしょ。,negative,66,46,1725832800.0
s000456,quiet_luxury,JP,ja,クワイエットラグジュアリー,オールドマネー ファッションのシンプルさがちょうどいい。飽きない。,positive,313,13,1727326800.0
s000457,quiet_luxury,JP,ja,クワイエットラグジュアリー,上品カジュアルを目指すと結局ユニクロ+Theoryになる問題。,neutral,447,87,1718056800.0
s000458,quiet_luxury,JP,ja,クワイエットラグジュアリー,静かなラグジュアリーは日本の美意識と相性がいい。,positive,56,11,1739088000.0
s000459,quiet_luxury,JP,ja,クワイエットラグジュアリー,クワイエットラグジュアリー、めっちゃ好き。ロゴなしのカシミアが最強。,positive,78,33,1754020800.0
s000460,quiet_luxury,JP,ja,クワイエットラグジュアリー,オールドマネー ファッション、日本人には少し重いかも。着こなしが難しい。,neutral,146,39,1728622800.0
s000461,quiet_luxury,JP,ja,クワイエットラグジュアリー,上品カジュアル、実は一番難しいスタイル。全部の質が問われる。,positive,441,87,1715871600.0
s000462,quiet_luxury,JP,ja,クワイエットラグジュアリー,クワイエットラグジュアリーって結局高い服買うだけでしょ。,negative,354,100,1714687200.0
s000463,quiet_luxury,JP,ja,クワイエットラグジュアリー,オールドマネー ファッションのシンプルさがちょうどいい。飽きない。,positive,179,94,1750741200.0
s000464,quiet_luxury,JP,ja,クワイエットラグジュアリー,上品カジュアルを目指すと結局ユニクロ+Theoryになる問題。,neutral,74,46,1753970400.0
s000465,quiet_luxury,JP,ja,クワイエットラグジュアリー,静かなラグジュアリーは日本の美意識と相性がいい。,positive,154,45,1719475200.0
s000466,quiet_luxury,JP,ja,クワイエットラグジュアリー,クワイエットラグジュアリー、めっちゃ好き。ロゴなしのカシミアが最強。,positive,275,99,1748055600.0
s000467,quiet_luxury,JP,ja,クワイエットラグジュアリー,オールドマネー ファッション、日本人には少し重いかも。着こなしが難しい。,neutral,35,50,1713387600.0
s000468,quiet_luxury,JP,ja,クワイエットラグジュアリー,上品カジュアル、実は一番難しいスタイル。全部の質が問われる。,positive,391,69,1718978400.0
s000469,quiet_luxury,JP,ja,クワイエットラグジュアリー,クワイエットラグジュアリーって結局高い服買うだけでしょ。,negative,407,24,1710885600.0
s000470,quiet_luxury,JP,ja,クワイエットラグジュアリー,オールドマネー ファッションのシンプルさがちょうどいい。飽きない。,positive,410,33,1731416400.0
s000471,quiet_luxury,JP,ja,クワイエットラグジュアリー,上品カジュアルを目指すと結局ユニクロ+Theoryになる問題。,neutral,181,21,1725174000.0
s000472,quiet_luxury,JP,ja,クワイエットラグジュアリー,静かなラグジュアリーは日本の美意識と相性がいい。,positive,234,41,1718427600.0
s000473,quiet_luxury,JP,ja,クワイエットラグジュアリー,クワイエットラグジュアリー、めっちゃ好き。ロゴなしのカシミアが最強。,positive,121,109,1748775600.0
s000474,quiet_luxury,JP,ja,クワイエットラグジュアリー,オールドマネー ファッション、日本人には少し重いかも。着こなしが難しい。,neutral,157,22,1714946400.0
s000475,quiet_luxury,JP,ja,クワイエットラグジュアリー,上品カジュアル、実は一番難しいスタイル。全部の質が問われる。,positive,66,1,1726819200.0
s000476,quiet_luxury,JP,ja,クワイエットラグジュアリー,クワイエットラグジュアリーって結局高い服買うだけでしょ。,negative,152,103,1747659600.0
s000477,quiet_luxury,JP,ja,クワイエットラグジュアリー,オールドマネー ファッションのシンプルさがちょうどいい。飽きない。,positive,118,64,1760094000.0
s000478,quiet_luxury,JP,ja,クワイエットラグジュアリー,上品カジュアルを目指すと結局ユニクロ+Theoryになる問題。,neutral,465,43,1707775200.0
s000479,quiet_luxury,JP,ja,クワイエットラグジュアリー,静かなラグジュアリーは日本の美意識と相性がいい。,positive,321,2,1743170400.0
s000480,quiet_luxury,JP,ja,クワイエットラグジュアリー,クワイエットラグジュアリー、めっちゃ好き。ロゴなしのカシミアが最強。,positive,499,56,1742868000.0
s000481,quiet_luxury,JP,ja,クワイエットラグジュアリー,オールドマネー ファッション、日本人には少し重いかも。着こなしが難しい。,neutral,444,99,1731520800.0
s000482,quiet_luxury,JP,ja,クワイエットラグジュアリー,上品カジュアル、実は一番難しいスタイル。全部の質が問われる。,positive,395,43,1735527600.0
s000483,quiet_luxury,JP,ja,クワイエットラグジュアリー,クワイエットラグジュアリーって結局高い服買うだけでしょ。,negative,41,85,1751374800.0
s000484,quiet_luxury,JP,ja,クワイエットラグジュアリー,オールドマネー ファッションのシンプルさがちょうどいい。飽きない。,positive,239,56,1740182400.0
s000485,quiet_luxury,JP,ja,クワイエットラグジュアリー,上品カジュアルを目指すと結局ユニクロ+Theoryになる問題。,neutral,204,54,1734703200.0
s000486,quiet_luxury,JP,ja,クワイエットラグジュアリー,静かなラグジュアリーは日本の美意識と相性がいい。,positive,276,77,1751562000.0
s000487,quiet_luxury,JP,ja,オールドマネー ファッション,クワイエットラグジュアリー、めっちゃ好き。ロゴなしのカシミアが最強。,positive,55,85,1765674000.0
s000488,quiet_luxury,JP,ja,オールドマネー ファッション,オールドマネー ファッション、日本人には少し重いかも。着こなしが難しい。,neutral,396,8,1716271200.0
s000489,quiet_luxury,JP,ja,オールドマネー ファッション,上品カジュアル、実は一番難しいスタイル。全部の質が問われる。,positive,497,80,1752022800.0
s000490,quiet_luxury,JP,ja,オールドマネー ファッション,クワイエットラグジュアリーって結局高い服買うだけでしょ。,negative,445,19,1711504800.0
s000491,quiet_luxury,JP,ja,オールドマネー ファッション,オールドマネー ファッションのシンプルさがちょうどいい。飽きない。,positive,201,89,1712048400.0
s000492,quiet_luxury,JP,ja,オールドマネー ファッション,上品カジュアルを目指すと結局ユニクロ+Theoryになる問題。,neutral,303,75,1755158400.0
s000493,quiet_luxury,JP,ja,オールドマネー ファッション,静かなラグジュアリーは日本の美意識と相性がいい。,positive,172,119,1730952000.0
s000494,quiet_luxury,JP,ja,オールドマネー ファッション,クワイエットラグジュアリー、めっちゃ好き。ロゴなしのカシミアが最強。,positive,148,25,1742313600.0
s000495,quiet_luxury,JP,ja,オールドマネー ファッション,オールドマネー ファッション、日本人には少し重いかも。着こなしが難しい。,neutral,98,89,1717909200.0
s000496,quiet_luxury,JP,ja,オールドマネー ファッション,上品カジュアル、実は一番難しいスタイル。全部の質が問われる。,positive,474,91,1743210000.0
s000497,quiet_luxury,JP,ja,オールドマネー ファッション,クワイエットラグジュアリーって結局高い服買うだけでしょ。,negative,417,0,1707739200.0
s000498,quiet_luxury,JP,ja,オールドマネー ファッション,オールドマネー ファッションのシンプルさがちょうどいい。飽きない。,positive,96,88,1745870400.0
s000499,quiet_luxury,JP,ja,オールドマネー ファッション,上品カジュアルを目指すと結局ユニクロ+Theoryになる問題。,neutral,406,117,1718082000.0
s000500,quiet_luxury,JP,ja,オールドマネー ファッション,静かなラグジュアリーは日本の美意識と相性がいい。,positive,456,92,1761375600.0
s000501,quiet_luxury,JP,ja,オールドマネー ファッション,クワイエットラグジュアリー、めっちゃ好き。ロゴなしのカシミアが最強。,positive,339,119,1722657600.0
s000502,quiet_luxury,JP,ja,オールドマネー ファッション,オールドマネー ファッション、日本人には少し重いかも。着こなしが難しい。,neutral,118,115,1730246400.0
s000503,quiet_luxury,JP,ja,オールドマネー ファッション,上品カジュアル、実は一番難しいスタイル。全部の質が問われる。,positive,482,67,1725350400.0
s000504,quiet_luxury,JP,ja,オールドマネー ファッション,クワイエットラグジュアリーって結局高い服買うだけでしょ。,negative,215,118,1704351600.0
s000505,quiet_luxury,JP,ja,オールドマネー ファッション,オールドマネー ファッションのシンプルさがちょうどいい。飽きない。,positive,127,93,1747569600.0
s000506,quiet_luxury,JP,ja,オールドマネー ファッション,上品カジュアルを目指すと結局ユニクロ+Theoryになる問題。,neutral,386,69,1741906800.0
s000507,quiet_luxury,JP,ja,オールドマネー ファッション,静かなラグジュアリーは日本の美意識と相性がいい。,positive,417,100,1749985200.0
s000508,quiet_luxury,JP,ja,オールドマネー ファッション,クワイエットラグジュアリー、めっちゃ好き。ロゴなしのカシミアが最強。,positive,3,68,1746165600.0
s000509,quiet_luxury,JP,ja,オールドマネー ファッション,オールドマネー ファッション、日本人には少し重いかも。着こなしが難しい。,neutral,497,105,1726678800.0
s000510,quiet_luxury,JP,ja,オールドマネー ファッション,上品カジュアル、実は一番難しいスタイル。全部の質が問われる。,positive,104,107,1717030800.0
s000511,quiet_luxury,JP,ja,オールドマネー ファッション,クワイエットラグジュアリーって結局高い服買うだけでしょ。,negative,405,92,1749394800.0
s000512,quiet_luxury,JP,ja,オールドマネー ファッション,オールドマネー ファッションのシンプルさがちょうどいい。飽きない。,positive,198,40,1712800800.0
s000513,quiet_luxury,JP,ja,オールドマネー ファッション,上品カジュアルを目指すと結局ユニクロ+Theoryになる問題。,neutral,186,28,1713823200.0
s000514,quiet_luxury,JP,ja,オールドマネー ファッション,静かなラグジュアリーは日本の美意識と相性がいい。,positive,98,67,1714798800.0
s000515,quiet_luxury,JP,ja,オールドマネー ファッション,クワイエットラグジュアリー、めっちゃ好き。ロゴなしのカシミアが最強。,positive,240,88,1731153600.0
s000516,quiet_luxury,JP,ja,オールドマネー ファッション,オールドマネー ファッション、日本人には少し重いかも。着こなしが難しい。,neutral,321,88,1736902800.0
s000517,quiet_luxury,JP,ja,オールドマネー ファッション,上品カジュアル、実は一番難しいスタイル。全部の質が問われる。,positive,491,19,1712433600.0
s000518,quiet_luxury,JP,ja,オールドマネー ファッション,クワイエットラグジュアリーって結局高い服買うだけでしょ。,negative,202,29,1744632000.0
s000519,quiet_luxury,JP,ja,オールドマネー ファッション,オールドマネー ファッションのシンプルさがちょうどいい。飽きない。,positive,123,119,1708570800.0
s000520,quiet_luxury,JP,ja,オールドマネー ファッション,上品カジュアルを目指すと結局ユニクロ+Theoryになる問題。,neutral,377,116,1709499600.0
s000521,quiet_luxury,JP,ja,オールドマネー ファッション,静かなラグジュアリーは日本の美意識と相性がいい。,positive,234,15,1729821600.0
s000522,quiet_luxury,JP,ja,オールドマネー ファッション,クワイエットラグジュアリー、めっちゃ好き。ロゴなしのカシミアが最強。,positive,93,48,1714888800.0
s000523,quiet_luxury,JP,ja,オールドマネー ファッション,オールドマネー ファッション、日本人には少し重いかも。着こなしが難しい。,neutral,145,23,1718888400.0
s000524,quiet_luxury,JP,ja,オールドマネー ファッション,上品カジュアル、実は一番難しいスタイル。全部の質が問われる。,positive,453,64,1717282800.0
s000525,quiet_luxury,JP,ja,オールドマネー ファッション,クワイエットラグジュアリーって結局高い服買うだけでしょ。,negative,133,72,1743724800.0
s000526,quiet_luxury,JP,ja,オールドマネー ファッション,オールドマネー ファッションのシンプルさがちょうどいい。飽きない。,positive,128,33,1711440000.0
s000527,quiet_luxury,JP,ja,オールドマネー ファッション,上品カジュアルを目指すと結局ユニクロ+Theoryになる問題。,neutral,471,61,1705464000.0
s000528,quiet_luxury,JP,ja,オールドマネー ファッション,静かなラグジュアリーは日本の美意識と相性がいい。,positive,113,48,1761912000.0
s000529,quiet_luxury,JP,ja,上品カジュアル,クワイエットラグジュアリー、めっちゃ好き。ロゴなしのカシミアが最強。,positive,200,30,1743469200.0
s000530,quiet_luxury,JP,ja,上品カジュアル,オールドマネー ファッション、日本人には少し重いかも。着こなしが難しい。,neutral,81,94,1709341200.0
s000531,quiet_luxury,JP,ja,上品カジュアル,上品カジュアル、実は一番難しいスタイル。全部の質が問われる。,positive,391,19,1731092400.0
s000532,quiet_luxury,JP,ja,上品カジュアル,クワイエットラグジュアリーって結局高い服買うだけでしょ。,negative,458,73,1728453600.0
s000533,quiet_luxury,JP,ja,上品カジュアル,オールドマネー ファッションのシンプルさがちょうどいい。飽きない。,positive,424,8,1719536400.0
s000534,quiet_luxury,JP,ja,上品カジュアル,上品カジュアルを目指すと結局ユニクロ+Theoryになる問題。,neutral,26,102,1736575200.0
s000535,quiet_luxury,JP,ja,上品カジュアル,静かなラグジュアリーは日本の美意識と相性がいい。,positive,153,11,1737770400.0
s000536,quiet_luxury,JP,ja,上品カジュアル,クワイエットラグジュアリー、めっちゃ好き。ロゴなしのカシミアが最強。,positive,380,72,1737568800.0
s000537,quiet_luxury,JP,ja,上品カジュアル,オールドマネー ファッション、日本人には少し重いかも。着こなしが難しい。,neutral,390,19,1711594800.0
s000538,quiet_luxury,JP,ja,上品カジュアル,上品カジュアル、実は一番難しいスタイル。全部の質が問われる。,positive,364,117,1710734400.0
s000539,quiet_luxury,JP,ja,上品カジュアル,クワイエットラグジュアリーって結局高い服買うだけでしょ。,negative,438,22,1707570000.0
s000540,quiet_luxury,JP,ja,上品カジュアル,オールドマネー ファッションのシンプルさがちょうどいい。飽きない。,positive,372,5,1765292400.0
s000541,quiet_luxury,JP,ja,上品カジュアル,上品カジュアルを目指すと結局ユニクロ+Theoryになる問題。,neutral,374,74,1714176000.0
s000542,quiet_luxury,JP,ja,上品カジュアル,静かなラグジュアリーは日本の美意識と相性がいい。,positive,59,118,1730361600.0
s000543,quiet_luxury,JP,ja,上品カジュアル,クワイエットラグジュアリー、めっちゃ好き。ロゴなしのカシミアが最強。,positive,251,80,1723273200.0
s000544,quiet_luxury,JP,ja,上品カジュアル,オールドマネー ファッション、日本人には少し重いかも。着こなしが難しい。,neutral,291,102,1735484400.0
s000545,quiet_luxury,JP,ja,上品カジュアル,上品カジュアル、実は一番難しいスタイル。全部の質が問われる。,positive,393,115,1755860400.0
s000546,quiet_luxury,JP,ja,上品カジュアル,クワイエットラグジュアリーって結局高い服買うだけでしょ。,negative,124,92,1753758000.0
s000547,quiet_luxury,JP,ja,上品カジュアル,オールドマネー ファッションのシンプルさがちょうどいい。飽きない。,positive,339,30,1722117600.0
s000548,quiet_luxury,JP,ja,上品カジュアル,上品カジュアルを目指すと結局ユニクロ+Theoryになる問題。,neutral,95,40,1753628400.0
s000549,quiet_luxury,JP,ja,上品カジュアル,静かなラグジュアリーは日本の美意識と相性がいい。,positive,480,0,1732316400.0
s000550,quiet_luxury,JP,ja,上品カジュアル,クワイエットラグジュアリー、めっちゃ好き。ロゴなしのカシミアが最強。,positive,459,18,1754773200.0
s000551,quiet_luxury,JP,ja,上品カジュアル,オールドマネー ファッション、日本人には少し重いかも。着こなしが難しい。,neutral,176,42,1728536400.0
s000552,quiet_luxury,JP,ja,上品カジュアル,上品カジュアル、実は一番難しいスタイル。全部の質が問われる。,positive,237,8,1745089200.0
s000553,quiet_luxury,JP,ja,上品カジュアル,クワイエットラグジュアリーって結局高い服買うだけでしょ。,negative,47,71,1717909200.0
s000554,quiet_luxury,JP,ja,上品カジュアル,オールドマネー ファッションのシンプルさがちょうどいい。飽きない。,positive,437,11,1742385600.0
